"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Chris Lytle","2011-08-14",1,0,0,13.68421053,10.57894737,11.89473684,8.210526316,69.42105263,26.78947368,2.157894737,1.368421053,65.36842105,22.26315789,0.105263158,4.421052632,3.526315789,0.736842105,0.421052632,83.47368421,36.36842105,0.437894737,1.578947368,0.947368421,0.473684211,0.28,122.5263158,73.63157895,4,10,11.52631579,8.684210526,9.736842105,6.263157895,53.26315789,20.68421053,10.63157895,6,55.36842105,18.63157895,0.263157895,6.736842105,5.631578947,1.368421053,0.210526316,73.63157895,32.94736842,0.454210526,0.421052632,3,1.368421053,0.46,100.1052632,58.10526316,45,637,1,0,0,3,1,5,0,9,"Orthodox",180.34,172.72,170,36,0.385898407832886,0.690265486865534,0.634146341587745,0.611660078947677,0.356756756712345,0.435643564496128,83.473684212,0.78310214371253,0.340579710086175,0.16393442627075,0.773076922984172,0.0529634300167194,0.797619047435941,"/fighter/Chris-Lytle-267"
"Chris Price","2007-01-25",1,0,0,3,3,3,3,5,2,2,0,7,2,0,0,0,0,1,10,5,0.5,0,0,0,0,12,7,0,1,1,1,1,1,4,1,21,11,25,12,0,0,0,1,1,26,13,0.5,1,1,1,1,36,22,1,239,0,0,0,0,0,0,0,0,"Southpaw",187.96,192.520979976671,185,24,0.4,1,0,0.75,0,0.476190476190476,10,0.7,0.285714285714286,0.3,1,0,0,"/fighter/Chris-Price-14121"
"Chris Tuchscherer","2011-02-26",1,0,0,0.666666667,0.666666667,4,2.333333333,18.66666667,6,0.666666667,0,19.33333333,4.333333333,0,3.333333333,3.333333333,0.333333333,0,23.33333333,8.333333333,0.19,0.333333333,2.333333333,0.333333333,0.046666667,31.33333333,15.33333333,1,2,4.333333333,3,7.666666667,5.333333333,14,4.666666667,14.66666667,12,31,18,0.666666667,1,1,2.333333333,0,36.33333333,22,0.706666667,0.333333333,0.333333333,0.333333333,0.333333333,49.33333333,34,5,371.3333333,0,1,0,0,0,0,0,1,"Orthodox",187.96,193.04,258,35,0.321428571371173,0.58333333325,0,0.666666666642857,0.304347826160681,0.181818182004132,23.33333333,0.828571428546939,0.224137931055886,0.0285714285897959,1,0.142857142863265,1,"/fighter/Chris-Tuchscherer-10669"
"Chris Wade","2017-07-22",2,0,0,6.5,3.833333333,7.166666667,5.833333333,23,10.33333333,5,2.833333333,20.83333333,8.333333333,0.166666667,7.833333333,6.833333333,2.333333333,1.166666667,35.16666667,19,0.396666667,0.666666667,3.166666667,1.833333333,0.501666667,74,52.83333333,4,2,5.666666667,4.333333333,7.333333333,5,24.83333333,9,6.166666667,5.833333333,28,11.5,0,4.666666667,4,2,0.666666667,38.33333333,19.83333333,0.406666667,0.333333333,4,1.666666667,0.276666667,61.16666667,36.66666667,14,657,0,0,0,2,0,2,0,4,"Orthodox",177.8,177.8,155,29,0.449275362173913,0.813953488287723,0.5666666666,0.637583892568803,0.318181818150826,0.0540540541592405,35.166666663,0.592417061578356,0.400000000048,0.184834123242021,0.589743589692308,0.222748815179623,0.872340425526483,"/fighter/Chris-Wade-79335"
"Chris Weidman","2018-11-03",0,1,0,7.615384615,4.307692308,4.923076923,3.230769231,49.46153846,17.92307692,14.15384615,9.384615385,56.46153846,22.84615385,0.230769231,4.461538462,3.384615385,2.538461538,0,68.53846154,30.53846154,0.466153846,0.769230769,5.384615385,2.769230769,0.638461538,88.92307692,47.53846154,9,3,8.461538462,6.153846154,7.615384615,5.076923077,47.76923077,18.38461538,9.769230769,7.461538462,52,21,0.153846154,4.692307692,3.769230769,0.384615385,0.076923077,65.15384615,30.92307692,0.432307692,0.076923077,1.153846154,0.307692308,0.089230769,75.92307692,39.92307692,32,621.4615385,5,0,0,3,4,3,0,10,"Orthodox",187.96,198.12,185,34,0.362363919078145,0.656250000057129,0.663043478468218,0.615136876109257,0.333333333289562,0.236220472375659,68.538461537,0.823793490455277,0.404632152667701,0.111111111107869,0.565656565725538,0.0650953984368539,0.758620689662901,"/fighter/Chris-Weidman-42804"
"Chris Wilson","2009-09-16",1,0,0,20.66666667,15,8.666666667,6,44.33333333,19.66666667,15.66666667,12.33333333,42.33333333,18.66666667,1,5.666666667,4.333333333,1,0.333333333,68.66666667,38,0.536666667,1.666666667,2.666666667,1.333333333,0.443333333,103.6666667,70,1,2,4.666666667,4.333333333,2.666666667,1,30.66666667,12,11.66666667,9,30.66666667,11.33333333,0,9.666666667,6.333333333,2.333333333,0.333333333,45,22,0.433333333,0.666666667,9.666666667,4,0.503333333,98.66666667,73,9,900,0,0,0,1,0,0,0,1,"Orthodox",185.42,190.5,170,32,0.443609022664933,0.692307692281065,0.787234042172929,0.608695652216446,0.625000000046875,0.228571428791837,68.666666667,0.616504854317396,0.440944882003224,0.30097087383349,0.725806451495838,0.082524271849114,0.764705882249135,"/fighter/Chris-Wilson-9281"
"Christian Colombo","2017-10-28",2,0,0,13,10,28.5,19,56.5,19.5,1.5,1,69,25,0,4.5,4.5,0,0,86.5,39.5,0.34,0,0.5,0,0,122.5,74,0,2,8.5,6,11.5,7.5,45,20.5,18.5,13.5,65.5,34.5,0,1,1,2.5,0,75,41.5,0.56,1,5.5,3.5,0.6,106.5,64.5,6,816,0,0,0,0,0,0,0,0,"Orthodox",195.58,203.2,265,37,0.345132743362832,0.666666666666667,0.666666666666667,0.544444444444445,0.347826086956522,0.27027027027027,86.5,0.797687861271676,0.36231884057971,0.15028901734104,0.769230769230769,0.0520231213872832,1,NA
"Christian Morecraft","2012-01-20",1,0,0,3.333333333,2.333333333,2.333333333,1.666666667,40.66666667,8,26.33333333,15.33333333,63.33333333,20.33333333,0,2.666666667,2.333333333,2,0.666666667,69.33333333,25,0.383333333,1,2,1.333333333,0.72,97.66666667,48.66666667,1,2,1.333333333,1,1.333333333,0.666666667,32,14.33333333,4.333333333,3.666666667,31.33333333,13.66666667,1.333333333,5,4,0,0,37.66666667,18.66666667,0.533333333,0.666666667,0.666666667,0.333333333,0.166666667,42.33333333,23,6,480,0,0,0,0,0,1,0,1,"Orthodox",198.12,205.74,260,25,0.196721311459285,0.714285714530612,0.582278480959782,0.5520833334375,0.499999999625,0.153846153704142,69.33333333,0.913461538457378,0.321052631543213,0.0480769230744268,0.69999999997,0.0384615384681953,0.874999999765625,"/fighter/Christian-Morecraft-34376"
"Christian Wellisch","2009-01-31",1,0,0,2,1.25,9.5,5.5,43.25,9.75,5.5,2,54.75,14.5,0.25,1.5,1.5,0.75,0.25,58.25,17.25,0.2525,0.75,1.5,0.75,0.5625,71,28.5,2,2,2.75,1.75,15.25,10.5,24.75,9,2.75,2.25,36.25,16.25,0.75,3.75,3.75,0,0,42.75,21.75,0.54,0,2.75,0.75,0.0675,56.25,34.5,6,328.5,0,0,0,1,0,1,0,2,"Orthodox",187.96,195.58,234,33,0.225433526011561,0.578947368421053,0.363636363636364,0.636363636363636,0.311475409836066,0.181818181818182,58.25,0.939914163090129,0.264840182648402,0.0343347639484979,0.625,0.0257510729613734,1,"/fighter/Christian-Wellisch-3328"
"Christophe Leninger","1997-05-30",1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0.5,0,0,0,0,23,21,0,1,3,3,0,0,1,0,8,8,6,5,0,0,0,1,0,9,8,0.88,0,1,1,1,20,16,1,289,0,0,0,0,0,0,0,0,"Southpaw",182.88,187.317710247572,200,29.6899842938263,0.5,0,0,1,0,0,2,1,0.5,0,0,0,0,"/fighter/Christophe-Leninger-40"
"Christos Giagos","2019-06-01",0,1,0,7,4.2,4.6,2.6,42.8,11,12.8,6.2,52.2,14.8,0,1,0.8,1,0.4,60.2,19.8,0.342,0.2,3,1.2,0.3,76,33.4,1,3,6.4,4.2,5.2,2.6,30.4,12.6,2.2,2,26.6,9.4,0,4.8,3.6,2.2,0.4,37.8,17.2,0.378,0.8,2.4,1.4,0.414,53.6,31.8,10,558.2,0,0,0,1,0,1,0,2,"Orthodox",177.8,180.34,155,29,0.257009345794393,0.565217391304348,0.484375,0.585526315789474,0.5,0.0909090909090909,60.2,0.867109634551495,0.283524904214559,0.116279069767442,0.6,0.0166112956810631,0.8,"/fighter/Christos-Giagos-68130"
"Chuck Liddell","2010-06-12",2,0,0,2.863636364,1.954545455,5.909090909,3.681818182,58.77272727,18.90909091,7.818181818,4.409090909,61.22727273,18.40909091,0.636363636,8.409090909,6.636363636,0.136363636,0.090909091,72.5,27,0.403181818,0,0.318181818,0.272727273,0.181818182,79.09090909,33.04545455,7,6,2.636363636,2.136363636,3.090909091,1.772727273,42.31818182,15.77272727,1.818181818,1.090909091,38.45454545,11.27272727,0.227272727,6.136363636,5.227272727,0.318181818,0,47.22727273,18.63636364,0.413181818,0.181818182,3.909090909,0.727272727,0.162272727,49.18181818,20.40909091,44,544.2727273,7,0,0,6,9,0,1,16,"Orthodox",187.96,193.04,205,40,0.321732405289485,0.623076923117278,0.56395348837358,0.627282492024607,0.426470588163927,0.39999999989,72.500000003,0.844514106585744,0.300668151449116,0.0394984326052621,0.682539682611741,0.115987460808994,0.789189189154478,"/fighter/Chuck-Liddell-192"
"CJ Keith","2013-01-19",1,0,0,0,0,2,2,4,2,1,1,5,3,0,2,2,2,0,7,5,0.71,0,0,0,0,19,16,0,1,1,0,0,0,9,2,6,3,14,5,0,0,0,1,0,15,5,0.33,0,3,1,0.33,34,19,1,149,0,0,0,0,0,0,0,0,"Orthodox",182.88,187.317710247572,155,26,0.5,1,1,0.777777777777778,0,0.5,7,0.714285714285714,0.6,0,0,0.285714285714286,1,NA
"Claude Patrick","2011-12-10",0,3,0,5,4,9.666666667,7,15.66666667,5.333333333,14.66666667,9.333333333,30.66666667,13.66666667,0,4.333333333,4,4.333333333,0,40,21.66666667,0.583333333,1,4,2.666666667,0.633333333,66.66666667,46,3,0,4.666666667,2.666666667,7.333333333,4,29.66666667,3.333333333,0.333333333,0.333333333,26.33333333,1.333333333,0,6.333333333,3.666666667,0.333333333,0.333333333,37.33333333,7.666666667,0.496666667,0.333333333,2.333333333,0.333333333,0.083333333,65.66666667,31.33333333,8,736,0,0,0,2,0,1,0,3,"Orthodox",180.34,190.5,170,31,0.340425531821186,0.724137931009513,0.636363636196281,0.887640449462063,0.454545454520661,0,40.000000003,0.7666666666925,0.445652173973299,0.124999999990625,0.8,0.108333333316875,0.923076923147929,"/fighter/Claude-Patrick-4114"
"Claudia Gadelha","2018-12-08",0,1,0,10,6.375,10.625,6.5,92.75,35.25,8.5,5.875,100.125,39.875,0.125,1.75,1.375,3.125,0,111.875,47.625,0.4025,1,7.375,3.875,0.6075,140.75,73.625,2,3,19.625,16,15.875,10.75,122.125,43.875,16.25,11.375,122.375,40,0.125,12.25,10,0.75,0,154.25,66,0.36875,0,2.125,0.875,0.19625,205.375,110.375,24,885.375,1,0,1,3,0,1,0,5,"Orthodox",162.56,160.02,115,30,0.380053908355795,0.611764705882353,0.691176470588235,0.640736949846469,0.322834645669291,0.3,111.875,0.894972067039106,0.398252184769039,0.0893854748603352,0.6375,0.0156424581005587,0.785714285714286,"/fighter/Claudia-Gadelha-48404"
"Claudio Puelles","2018-05-19",1,0,0,16,12,4,2,64,27,0,0,49,14,0,3,3,0,0,68,29,0.42,0,6,1,0.16,68,29,0,1,21,14,4,2,114,52,3,2,97,40,1,3,2,0,0,121,56,0.46,0,0,0,0,129,64,2,415,1,0,0,0,0,0,0,0,"Southpaw",180.34,182.88,155,22,0.421875,0.5,0,0.543859649122807,0.5,0.333333333333333,68,0.720588235294118,0.285714285714286,0.235294117647059,0.75,0.0441176470588235,1,NA
"Claudio Silva","2019-03-16",0,3,0,8.333333333,6.333333333,4.333333333,2.333333333,43,18.33333333,17,8.666666667,47,17.33333333,0,9,5.666666667,5.666666667,0,64.33333333,29.33333333,0.453333333,0.666666667,9,2.333333333,0.286666667,123.6666667,79,3,0,8,7.333333333,5,4,42.66666667,21,1.666666667,1.666666667,39.33333333,17.33333333,0,2,2,0.333333333,0.666666667,49.33333333,26.66666667,0.526666667,0,0.666666667,0.333333333,0.166666667,59.33333333,36.33333333,7,690.3333333,0,0,1,1,0,1,0,3,"Southpaw",180.34,180.34,170,36,0.426356589069767,0.538461538426036,0.509803921588235,0.507812500038452,0.2,0,64.333333333,0.730569948190314,0.368794326170213,0.129533678751967,0.7599999999904,0.13989637305772,0.629629629666667,NA
"Clay Collard","2015-09-05",1,0,0,23.66666667,11,14.66666667,10,165,41.33333333,7,3.333333333,142,29,0.333333333,21,14.66666667,1,0.333333333,186.6666667,54.66666667,0.283333333,0.666666667,8.666666667,3.333333333,0.413333333,197.3333333,63,1,2,34.33333333,25.66666667,19.66666667,12,121.6666667,53.66666667,16.66666667,15,113.6666667,47,0,10,8,2,0.333333333,158,80.66666667,0.503333333,0.666666667,1,0.333333333,0.11,184,104.6666667,9,875.6666667,0,0,0,1,0,0,0,1,"Orthodox",180.34,185.42,145,22,0.250505050484849,0.681818181663223,0.476190476142857,0.558904109682492,0.389830508577995,0.10000000018,186.66666667,0.760714285700701,0.204225352112676,0.126785714301307,0.464788732328903,0.112499999997991,0.698412698571429,"/fighter/Clay-Collard-78465"
"Clay Guida","2019-05-11",1,0,0,6.230769231,4.076923077,5.769230769,4.038461538,66.84615385,15.38461538,14.73076923,8.730769231,73.65384615,17.57692308,0.230769231,7.461538462,6.5,1.961538462,0.038461538,87.34615385,28.15384615,0.357692308,0.538461538,6.653846154,2.423076923,0.342692308,119.0384615,55.30769231,4,12,5.961538462,4.115384615,6.884615385,4.538461538,72.34615385,20.61538462,3.923076923,3.153846154,74.11538462,21.84615385,0.192307692,3.076923077,2.346153846,0.423076923,0.076923077,83.15384615,28.30769231,0.323846154,0.846153846,2.230769231,0.576923077,0.155769231,99.88461538,43.26923077,67,702.1538462,0,0,3,5,2,4,0,14,"Orthodox",170.18,177.8,155,37,0.230149597155918,0.699999999948,0.59268929508578,0.715045188680753,0.340782123008895,0.19607843131757,87.346153843,0.843240863042336,0.238642297704368,0.0713342140078597,0.654320987642433,0.085424922949804,0.871134020564672,"/fighter/Clay-Guida-8184"
"Clay Harvison","2011-11-12",1,0,0,14,13.5,15.5,13,45.5,16,6.5,5.5,49.5,18,0,4,3,1,0.5,67.5,34.5,0.48,1,0.5,0.5,0.5,101.5,65.5,1,1,16.5,10,22.5,16.5,67.5,20.5,8.5,4.5,75,25.5,0.5,7,6,3.5,0,98.5,41.5,0.42,0.5,11,3.5,0.175,127.5,64.5,5,636,0,0,1,0,0,0,0,1,"Orthodox",185.42,187.96,170,31,0.351648351648352,0.838709677419355,0.846153846153846,0.696296296296296,0.266666666666667,0.470588235294118,67.5,0.733333333333333,0.363636363636364,0.207407407407407,0.964285714285714,0.0592592592592593,0.75,"/fighter/Clay-Harvison-21131"
"Clifford Starks","2013-04-20",1,0,0,3,1.5,2.5,1.5,48.5,16,8,3.5,56,19.5,0,0,0,1.5,0.5,59,21,0.375,0,1.5,1.5,0.5,104,58,1,1,9.5,9,8.5,8,56,15,0,0,51.5,12,0,3.5,2,2,0,64.5,23,0.37,1,2,1,0.25,88.5,44,5,651.5,0,0,0,1,0,0,0,1,"Orthodox",182.88,195.58,185,31,0.329896907216495,0.6,0.4375,0.732142857142857,0.0588235294117647,0,59,0.949152542372881,0.348214285714286,0.0508474576271186,0.5,0,0,"/fighter/Clifford-Starks-56902"
"Clint Hester","2016-04-23",2,0,0,9,7,5.666666667,3.833333333,82,31.83333333,8,5.666666667,80.83333333,29.83333333,0.5,5.833333333,4.5,1,0.333333333,95.66666667,41.33333333,0.446666667,0,2.333333333,0.833333333,0.476666667,103.6666667,49.16666667,4,2,6.166666667,4.833333333,3,1.333333333,73,24.33333333,15.33333333,11.83333333,79.16666667,28.33333333,0.333333333,6,4.333333333,2.166666667,0.166666667,91.33333333,37.5,0.448333333,0,4.166666667,1.666666667,0.45,112.1666667,56.33333333,15,692.3333333,0,0,1,1,1,0,1,4,"Orthodox",187.96,195.58,205,29,0.388211382073171,0.676470588136678,0.708333333375,0.666666666712329,0.555555555666667,0.228260869614839,95.666666663,0.844947735189179,0.369072164922436,0.0940766550558705,0.777777777777778,0.0609756097549503,0.771428571472653,"/fighter/Clint-Hester-43866"
"CM Punk","2018-06-09",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,32,20,32,20,0,0,0,3,0,32,20,0.62,2,1,1,1,39,26,1,134,0,0,0,0,0,0,0,0,"Orthodox",185.42,185.42,170,39,0,0,0,0,0,0.375,1,1,0,0,0,0,0,NA
"Cody Donovan","2014-07-19",2,0,0,11,10,9,7.333333333,32.66666667,17.66666667,2.333333333,1.666666667,32,15.66666667,0.333333333,1,1,0.333333333,0,44,26.66666667,0.64,0,1.666666667,0.333333333,0.333333333,53.66666667,34.66666667,1,2,2.666666667,2,1.666666667,0.666666667,30.66666667,14.33333333,4.666666667,3.666666667,32.33333333,15,0.666666667,2,1.666666667,0.666666667,0,37,18.66666667,0.48,0,0.333333333,0.333333333,0.333333333,49,29.33333333,4,261.3333333,0,0,0,0,1,0,0,1,"Orthodox",190.5,187.96,205,33,0.540816326577468,0.814814814777778,0.714285714530612,0.532608695811673,0.59999999988,0.214285714270408,44,0.727272727272727,0.4895833334375,0.25,0.909090909090909,0.0227272727272727,1,"/fighter/Cody-Donovan-22304"
"Cody East","2016-10-01",1,0,0,6,3,9,4,53,22,0,0,47,16,0,9,7,0,0,62,26,0.41,0,0,0,0,62,26,0,1,5,4,8,4,30,13,20,14,51,25,1,2,2,0,0,58,31,0.53,0,0,0,0,69,40,1,258,0,0,0,0,0,0,0,0,"Orthodox",190.5,187.96,245,28,0.415094339622642,0.444444444444444,0,0.566666666666667,0.5,0.3,62,0.758064516129032,0.340425531914894,0.0967741935483871,0.5,0.145161290322581,0.777777777777778,NA
"Cody Garbrandt","2019-03-02",2,0,0,5.375,3.125,1.875,1.125,80.875,29.125,4.625,2.25,77.75,26.5,1.125,4.25,2.875,0.375,0,87.375,32.5,0.36875,0,1.875,0.625,0.135,88.75,33.875,6,2,9.75,4.625,3.25,2.375,87.75,27.125,3.25,2.5,74,21.25,0.5,10.5,6.125,0,0,94.25,32,0.36625,0,1,0,0,97.625,35.25,17,560,3,0,0,2,4,0,0,6,"Orthodox",172.72,165.1,135,27,0.360123647604328,0.6,0.486486486486487,0.690883190883191,0.269230769230769,0.230769230769231,87.375,0.889842632331903,0.340836012861736,0.061516452074392,0.581395348837209,0.0486409155937053,0.676470588235294,"/fighter/Cody-Garbrandt-50381"
"Cody Gibson","2015-02-22",1,0,0,8.666666667,6.333333333,16.66666667,9.666666667,39,11.66666667,4,2,48.33333333,15.33333333,0.666666667,2.666666667,1.666666667,1,0,59.66666667,23.33333333,0.37,0.333333333,2.666666667,1.666666667,0.386666667,70.66666667,33,1,2,9.333333333,7,17.33333333,10.66666667,28.66666667,7.333333333,4.666666667,3.333333333,36.33333333,11,0,5,3.333333333,0.666666667,0,50.66666667,21.33333333,0.45,1.333333333,3.666666667,1.666666667,0.31,83.66666667,53,6,511.3333333,0,0,0,0,1,0,0,1,"Orthodox",177.8,180.34,135,27,0.299145299230769,0.579999999904,0.5,0.744186046553002,0.384615384304734,0.285714285836735,59.666666664,0.810055865902125,0.317241379263258,0.145251396660123,0.730769230702663,0.0446927374377516,0.625000000046875,"/fighter/Cody-Gibson-38903"
"Cody McKenzie","2013-12-14",0,1,0,2,1,2.333333333,1.333333333,25.5,6.833333333,2.833333333,2.333333333,27,8.333333333,0,1.666666667,1.166666667,1.166666667,0.5,30.66666667,10.5,0.235,1.5,3.833333333,1.333333333,0.266666667,52.33333333,31.5,1,3,3.833333333,3,1.666666667,1,31.16666667,9,4.333333333,3.5,30.16666667,8.333333333,0.166666667,3.166666667,2.166666667,1.666666667,0.166666667,37.16666667,13.5,0.416666667,1,0.833333333,0.833333333,0.5,47.5,23.5,10,390.1666667,0,0,0,1,0,2,0,3,"Switch",182.88,182.88,155,25,0.267973856196078,0.571428571367347,0.823529411743945,0.711229946554949,0.40000000012,0.192307692245562,30.666666667,0.880434782599126,0.308641975296296,0.0652173913036389,0.5,0.0543478260972354,0.70000000006,"/fighter/Cody-McKenzie-22173"
"Cody Pfister","2016-07-13",1,0,0,3,1.333333333,2.666666667,2,39.33333333,6,4,2.666666667,42.66666667,9.333333333,0,0.333333333,0,2,0,46,10.66666667,0.38,0,5.666666667,2.333333333,0.57,78,40.66666667,1,2,7,3.333333333,7.333333333,4.333333333,29.33333333,11,12.66666667,6.666666667,35.66666667,12.33333333,0,6.666666667,6.333333333,1,0.666666667,49.33333333,22,0.573333333,1,0.666666667,0.666666667,0.333333333,80.33333333,49,7,550,0,0,0,1,0,0,0,1,"Orthodox",177.8,185.42,155,26,0.152542372894283,0.74999999990625,0.66666666675,0.624999999957386,0.409090909109504,0.473684210638504,46.000000003,0.92753623189603,0.218749999975098,0.0652173913000945,0.444444444333333,0.00724637680387524,0,"/fighter/Cody-Pfister-48481"
"Cody Stamann","2019-03-02",1,0,0,19.75,15,19.5,13,101,43.5,13.75,10.25,104,44,0,10.5,7.75,2,0,134.25,66.75,0.4525,0,5.25,3.75,0.615,154,85,3,1,12.25,7.75,10.25,4.5,106.75,36.75,6,5,105,34,0,5.75,4.5,2,0,123,46.25,0.3775,0.5,8.5,1,0.315,165.75,83.25,11,805.5,0,0,2,1,0,0,0,3,"Orthodox",167.64,162.56,135,29,0.430693069306931,0.666666666666667,0.745454545454545,0.655737704918033,0.560975609756098,0.166666666666667,134.25,0.774674115456238,0.423076923076923,0.147113594040968,0.759493670886076,0.0782122905027933,0.738095238095238,NA
"Colby Covington","2018-06-09",0,5,0,7.888888889,4.777777778,7.666666667,4.777777778,67,22.77777778,11.44444444,7.777777778,71.11111111,24.66666667,0.111111111,7.111111111,5.888888889,4.333333333,0,86.11111111,35.33333333,0.54,0.222222222,8.444444444,4.555555556,0.505555556,152.1111111,89.77777778,5,1,3.111111111,1.777777778,2.333333333,1.555555556,46.66666667,15.44444444,3,2.555555556,45.88888889,15,0,3,2.777777778,0.222222222,0.222222222,52,19.55555556,0.388888889,0.444444444,1.888888889,0.222222222,0.055555556,73.77777778,39.55555556,23,686,0,0,0,4,2,2,0,8,"Orthodox",180.34,182.88,170,30,0.339966832537313,0.623188405798992,0.679611650768781,0.669047619166497,0.333333333047619,0.148148148,86.11111111,0.825806451610656,0.346875000052295,0.0916129032282789,0.60563380283654,0.0825806451610656,0.828125000028565,"/fighter/Colby-Covington-57269"
"Cole Escovedo","2011-11-12",2,0,0,17,15,11.5,7.5,45.5,21,1,0.5,35.5,10,0,5.5,4,0,0,58,29,0.5,0,0.5,0,0,70,40.5,0,2,18.5,15,18,11,84.5,44,6,3,79.5,35,1,10.5,8,1,0,108.5,58,0.53,0,4,3.5,0.925,142.5,90.5,5,735,0,0,0,0,0,0,0,0,"Orthodox",170.18,182.88,135,30,0.461538461538462,0.652173913043478,0.5,0.479289940828402,0.388888888888889,0.5,58,0.612068965517241,0.28169014084507,0.293103448275862,0.882352941176471,0.0948275862068965,0.727272727272727,"/fighter/Cole-Escovedo-2291"
"Cole Miller","2016-12-17",3,0,0,9.315789474,5.157894737,5.736842105,3.684210526,82.21052632,24,4.473684211,3.052631579,78.21052632,21.57894737,0.210526316,4.894736842,4,1.473684211,0.421052632,92.42105263,30.73684211,0.32,1.263157895,1.157894737,0.421052632,0.181578947,105.4210526,42.63157895,2,9,9.315789474,6.473684211,6,3.421052632,79.21052632,28.84210526,10,5.947368421,77.52631579,24.68421053,0.210526316,8.368421053,7.052631579,0.526315789,0.210526316,95.21052632,38.21052632,0.396842105,0.105263158,1.947368421,1.105263158,0.431578947,115.4210526,56.73684211,42,589.4210526,0,0,0,2,1,7,0,10,"Orthodox",185.42,187.96,145,32,0.29193341867903,0.642201834836798,0.682352941115986,0.635880398730319,0.429824561333333,0.4052631579,92.421052636,0.846241457863847,0.275908479143962,0.100797266513402,0.553672316382361,0.0529612756227513,0.817204301092843,"/fighter/Cole-Miller-13133"
"Colin Fletcher","2013-03-16",1,0,0,24,10,5,2,136,54,0,0,85,21,0,32,25,1,0,141,56,0.39,0,0,0,0,154,66,0,1,13,6,2,1,89,35,7,6,77,29,0,8,7,7,0,98,42,0.42,0,9,6,0.66,105,48,3,900,1,0,0,0,0,0,0,0,"Orthodox",187.96,198.12,155,30,0.397058823529412,0.4,0,0.606741573033708,0.5,0.142857142857143,141,0.602836879432624,0.247058823529412,0.170212765957447,0.416666666666667,0.226950354609929,0.78125,"/fighter/Colin-Fletcher-34621"
"Colin Robinson","2008-01-19",1,0,0,11,10,18,16,0,0,32,20,39,26,0,0,0,2,0,50,36,0.72,2,1,1,1,76,62,0,1,6,3,21,15,3,1,43,25,61,38,0,0,0,4,1,67,41,0.61,0,2,1,0.5,94,68,2,332,0,0,0,0,0,0,0,0,"Orthodox",193.04,197.72424970577,243,39,0,0.888888888888889,0.625,0.666666666666667,0.285714285714286,0.418604651162791,50,0.78,0.666666666666667,0.22,0.909090909090909,0,0,"/fighter/Colin-Robinson-13660"
"Colton Smith","2014-06-28",2,0,0,5.666666667,3.333333333,6.666666667,5,33,10,2.666666667,2.333333333,27.66666667,7,0.333333333,9,7,2,0,42.33333333,17.33333333,0.47,1,8.333333333,3,0.363333333,77,44.66666667,1,2,1.333333333,1,7.666666667,3.666666667,38.66666667,17.33333333,2.666666667,2,46.66666667,21.33333333,0.666666667,1,0.666666667,1.333333333,0.666666667,49,23,0.473333333,0.666666667,1,0.666666667,0.5,50.66666667,24.33333333,8,647.3333333,1,0,0,1,0,0,0,1,"Orthodox",182.88,180.34,155,26,0.303030303030303,0.7499999999625,0.874999999765625,0.551724138055886,0.521739130412098,0.25000000009375,42.333333337,0.653543307108748,0.253012048162288,0.133858267712815,0.588235294024221,0.212598425178436,0.777777777777778,"/fighter/Colton-Smith-63163"
