"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","DistanceAtt","CloseAtt","GroundAtt","DistanceDef","CloseDef","GroundDef","HeadAttactPct","HeadAttactAccuracy","BodyAttactPct","BodyAttactAccuracy","LegAttactPct","LegAttactAccuracy","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Eliot Marshall",2018-02-10,0,2,0,6.5,3,1.5,1,87.5,24.5,0.5,0.5,75.5,15.5,0,7.5,7.5,1.5,0,89.5,26,0.395,1,0.5,0.5,0.5,92.5,29,2,0,7.5,5,2,0.5,63,12.5,10,4.5,63.5,10.5,0,4,2,1.5,0,75,17.5,0.36,0,1.5,1,0.33,77,19.5,4,493.5,0,0,0,1,0,1,0,2,"Orthodox",187.96,195.58,205,29,0.28,0.666666666666667,1,0.801587301587302,0.75,0.55,0.843575418994413,0.205298013245033,0.0726256983240224,0.461538461538462,0.0837988826815642,1,0.28,0.666666666666667,1,0.801587301587302,0.75,0.55,89.5,0.843575418994413,0.205298013245033,0.0726256983240224,0.461538461538462,0.0837988826815642,1,"/fighter/Eliot-Marshall-15104"
"Elizabeth Phillips",2016-08-20,1,0,0,17,6,16,3,254,64,0,0,249,57,0,4,4,0,0,270,67,0.24,0,3,0,0,272,69,0,1,25,17,27,10,248,94,0,0,246,85,0,4,2,0,0,275,104,0.37,0,2,0,0,278,106,3,900,0,0,0,0,0,0,0,0,"Orthodox",167.64,165.1,135,28,0.251968503937008,0.1875,0,0.620967741935484,0.62962962962963,0,0.922222222222222,0.228915662650602,0.062962962962963,0.352941176470588,0.0148148148148148,1,0.251968503937008,0.1875,0,0.620967741935484,0.62962962962963,0,270,0.922222222222222,0.228915662650602,0.062962962962963,0.352941176470588,0.0148148148148148,1,"/fighter/Elizabeth-Phillips-83021"
"Elizeu Zaleski dos Santos",2019-02-02,0,4,0,20,13.8,27.8,20.2,125,42.6,5.6,3.2,129.6,44.6,0,8.8,7.6,1,0.4,158.4,66,0.408,0.6,3.6,0.4,0.228,164.8,72.4,4,1,14.2,8.8,17.8,11.8,97.2,30.2,5,3.4,100,32.2,0.4,5.8,4.4,1.4,0,120,45.4,0.374,0.2,5,3,0.57,143.6,64.2,15,876.6,0,0,1,2,1,0,0,4,"Orthodox",180.34,185.42,170,31,0.3408,0.726618705035971,0.571428571428572,0.689300411522634,0.337078651685393,0.32,0.818181818181818,0.344135802469136,0.126262626262626,0.69,0.0555555555555556,0.863636363636364,0.3408,0.726618705035971,0.571428571428572,0.689300411522634,0.337078651685393,0.32,158.4,0.818181818181818,0.344135802469136,0.126262626262626,0.69,0.0555555555555556,0.863636363636364,"/fighter/Elizeu-Zaleski-dos-Santos-63825"
"Elvis Mutapcic",2010-07-03,2,0,0,23.5,20.5,25.5,18.5,84.5,26,10.5,6.5,91,25.5,0,6,5,0.5,0,120.5,51,0.415,0,0,0,0,163,92,0,2,12,11,8,6.5,65.5,39,15.5,12.5,62.5,33.5,0,14.5,13.5,1,0,89,58,0.655,0,8,1.5,0.215,117.5,84.5,6,900,0,0,0,0,0,0,0,0,"Orthodox",182.88,182.88,185,30,0.307692307692308,0.725490196078431,0.619047619047619,0.404580152671756,0.1875,0.193548387096774,0.755186721991701,0.28021978021978,0.195020746887967,0.872340425531915,0.0497925311203319,0.833333333333333,0.307692307692308,0.725490196078431,0.619047619047619,0.404580152671756,0.1875,0.193548387096774,120.5,0.755186721991701,0.28021978021978,0.195020746887967,0.872340425531915,0.0497925311203319,0.833333333333333,"/fighter/Elvis-Mutapcic-28038"
"Elvis Sinosic",2016-02-21,2,0,0,1.333333333,1,1,0.666666667,6,2.333333333,0,0,3.333333333,0.666666667,0,2.333333333,1.333333333,0,0,7,3,0.423333333,0.666666667,0,0,0,17.66666667,13.33333333,1,2,2.333333333,1.333333333,2,1,7,1.666666667,18.33333333,12.66666667,24.33333333,13.33333333,0,0.666666667,0.666666667,0,0,27.33333333,15.33333333,0.506666667,0,0.333333333,0.333333333,0.333333333,45.66666667,32.66666667,3,170,1,0,0,0,0,1,0,1,"Orthodox",190.5,195.58,205,31,0.388888888833333,0.666666667,0,0.761904761857143,0.5,0.309090908783471,0.476190476210884,0.20000000012,0.190476190455782,0.7500000001875,0.333333333333333,0.571428571367347,0.388888888833333,0.666666667,0,0.761904761857143,0.5,0.309090908783471,6.999999999,0.476190476210884,0.20000000012,0.190476190455782,0.7500000001875,0.333333333333333,0.571428571367347,"/fighter/Elvis-Sinosic-281"
"Emil Meek",2014-07-19,0,1,0,22,17,8,1,99,27,26,22,99,25,0,12,8,3,0,133,50,0.37,1,2,1,0.5,190,96,1,0,10,6,5,2,55,31,1,1,43,22,0,8,6,1,0,61,34,0.55,0,5,3,0.6,62,35,3,900,0,0,0,1,0,0,0,1,"Switch",180.34,187.96,170,29,0.272727272727273,0.125,0.846153846153846,0.436363636363636,0.6,0,0.744360902255639,0.252525252525253,0.165413533834586,0.772727272727273,0.0902255639097744,0.666666666666667,0.272727272727273,0.125,0.846153846153846,0.436363636363636,0.6,0,133,0.744360902255639,0.252525252525253,0.165413533834586,0.772727272727273,0.0902255639097744,0.666666666666667,NA
"Emily Peters Kagan",2010-10-23,1,0,0,21,11,21,15,70,26,0,0,52,15,0,18,15,0,0,91,41,0.45,0,12,2,0.16,113,60,0,1,38,31,87,68,63,32,9,7,113,68,1,8,8,0,1,159,107,0.67,0,1,0,0,199,140,3,900,0,0,0,0,0,0,0,0,"",160.02,167.64,115,34,0.371428571428571,0.714285714285714,0,0.492063492063492,0.218390804597701,0.222222222222222,0.571428571428571,0.288461538461538,0.230769230769231,0.523809523809524,0.197802197802198,0.833333333333333,0.371428571428571,0.714285714285714,0,0.492063492063492,0.218390804597701,0.222222222222222,91,0.571428571428571,0.288461538461538,0.230769230769231,0.523809523809524,0.197802197802198,0.833333333333333,NA
"Emily Whitmire",2015-01-03,0,1,0,6.5,4.5,3,2,88,23,8,6,86,20,0,6.5,6.5,0.5,0.5,99,31,0.44,0,1,0.5,0.25,142,62,1,1,11,6.5,2,0.5,58,24.5,1.5,1,43.5,13,0,7,6.5,1,0,61.5,26,0.375,0.5,2,0.5,0.5,78.5,39.5,4,516,0,0,0,1,0,0,0,1,"",165.1,160.02,115,27,0.261363636363636,0.666666666666667,0.75,0.577586206896552,0.75,0.333333333333333,0.868686868686869,0.232558139534884,0.0656565656565657,0.692307692307692,0.0656565656565657,1,0.261363636363636,0.666666666666667,0.75,0.577586206896552,0.75,0.333333333333333,99,0.868686868686869,0.232558139534884,0.0656565656565657,0.692307692307692,0.0656565656565657,1,NA
"Enrique Barzola",2019-03-16,0,3,0,15.2,11,6,4.4,100.6,38.2,20,10.6,97.4,29.8,0,14,12.4,1,0,126.6,53.2,0.436,0.2,11,5.4,0.468,195,105,3,1,13,7.4,4.6,2.8,111.2,31.6,0.4,0.4,94.8,21,0,8.4,6.4,0.2,0.2,116.2,34.8,0.288,0,0.6,0.2,0.066,127,44,15,900,1,0,0,4,0,0,0,4,"",170.18,177.8,145,29,0.379721669980119,0.733333333333333,0.53,0.715827338129496,0.391304347826087,0,0.769352290679305,0.305954825462012,0.120063191153239,0.723684210526316,0.110584518167457,0.885714285714286,0.379721669980119,0.733333333333333,0.53,0.715827338129496,0.391304347826087,0,126.6,0.769352290679305,0.305954825462012,0.120063191153239,0.723684210526316,0.110584518167457,0.885714285714286,"/fighter/Enrique-Barzola-129351"
"Enrique Marin",2015-06-20,1,0,0,4,3,4,3,89,24,1,0,80,16,0,10,8,0,2,94,27,0.28,0,3,1,0.33,102,33,0,1,12,6,5,2,110,46,1,1,71,28,0,33,15,1,1,116,49,0.42,0,3,2,0.66,126,59,3,900,1,0,0,0,0,0,0,0,"",177.8,187.96,170,29,0.269662921348315,0.75,0,0.581818181818182,0.6,0,0.851063829787234,0.2,0.0425531914893617,0.75,0.106382978723404,0.8,0.269662921348315,0.75,0,0.581818181818182,0.6,0,94,0.851063829787234,0.2,0.0425531914893617,0.75,0.106382978723404,0.8,"/fighter/Enrique-Marin-27077"
"Eric Schafer",2017-09-16,2,0,0,3.571428571,2.428571429,5,3.142857143,27.85714286,7,9.714285714,7.142857143,37.28571429,13.42857143,0,1.714285714,1.428571429,1.857142857,0.428571429,42.57142857,17.28571429,0.551428571,1.285714286,2.857142857,1,0.218571429,65.28571429,39.28571429,2,4,3.142857143,2.571428571,8.714285714,5.857142857,38.28571429,12.42857143,14.14285714,8.571428571,54.85714286,21.57142857,0.285714286,3.142857143,2.714285714,1.142857143,0.285714286,61.14285714,26.85714286,0.511428571,0.142857143,1.714285714,0.857142857,0.178571429,84.57142857,48.28571429,12,455,0,0,0,0,1,2,0,3,"Orthodox",190.5,190.5,185,34,0.251282051256279,0.6285714286,0.735294117683391,0.675373134327384,0.327868852453373,0.393939393847261,0.875838926201691,0.360153256701898,0.0838926174325594,0.6800000002016,0.0402684563657493,0.833333333722222,0.251282051256279,0.6285714286,0.735294117683391,0.675373134327384,0.327868852453373,0.393939393847261,42.571428575,0.875838926201691,0.360153256701898,0.0838926174325594,0.6800000002016,0.0402684563657493,0.833333333722222,"/fighter/Eric-Schafer-13275"
"Eric Shelton",2018-05-12,0,1,0,7.2,6,1.8,0.6,68.4,21.6,22.2,19,82.6,33,0,2.6,2.2,1,0.2,92.4,41.2,0.416,0.2,6.6,3.4,0.448,137,82,1,3,6.8,4.8,3.2,1.4,63,18.8,5.4,4.2,59.2,15,0,5.6,4.6,0.8,0,71.6,24.4,0.312,1.8,4.6,2.6,0.6,92.4,42.8,15,900,0,0,1,1,0,0,0,2,"Orthodox",167.64,172.72,125,28,0.315789473684211,0.333333333333333,0.855855855855856,0.701587301587302,0.5625,0.222222222222222,0.893939393939394,0.399515738498789,0.0779220779220779,0.833333333333333,0.0281385281385281,0.846153846153846,0.315789473684211,0.333333333333333,0.855855855855856,0.701587301587302,0.5625,0.222222222222222,92.4,0.893939393939394,0.399515738498789,0.0779220779220779,0.833333333333333,0.0281385281385281,0.846153846153846,NA
"Eric Spicely",2018-09-15,1,0,0,1.5,1,1.5,1,9,4.5,2.25,2,11,6.25,0,0.25,0.25,0.75,0,12.75,7.5,0.565,0.75,3.5,0.75,0.2575,27,19.75,2,2,2.75,2.25,1.25,1,25.5,10,1,0.75,25,9.5,0.25,0,0,0.25,0.25,27.75,11.75,0.4175,0.25,0,0,0,32,15.75,5,228.25,0,0,0,0,0,2,0,2,"Orthodox",185.42,185.42,185,31,0.5,0.666666666666667,0.888888888888889,0.607843137254902,0.2,0.25,0.862745098039216,0.568181818181818,0.117647058823529,0.666666666666667,0.0196078431372549,1,0.5,0.666666666666667,0.888888888888889,0.607843137254902,0.2,0.25,12.75,0.862745098039216,0.568181818181818,0.117647058823529,0.666666666666667,0.0196078431372549,1,NA
"Eric Wisely",2013-10-26,1,0,0,2,1,0,0,4,2,0,0,1,0,0,1,1,0,0,4,2,0.5,0,0,0,0,5,3,0,1,2,1,0,0,5,3,7,3,6,2,0,4,3,0,0,12,6,0.5,2,1,1,1,13,7,1,103,0,0,0,0,0,0,0,0,"Southpaw",172.72,176.911170789373,145,27,0.5,0,0,0.4,0,0.571428571428571,0.25,0,0.5,0.5,0.25,1,0.5,0,0,0.4,0,0.571428571428571,4,0.25,0,0.5,0.5,0.25,1,"/fighter/Eric-Wisely-25320"
"Erick Silva",2018-05-27,1,0,0,6.545454545,4.454545455,4.090909091,2.636363636,17.72727273,7.545454545,4.727272727,4.090909091,17.72727273,7.818181818,0.181818182,2.272727273,2,0.636363636,0,26.54545455,14.27272727,0.578181818,0.727272727,1.090909091,0.545454545,0.219090909,31,18.27272727,2,5,4.545454545,3.181818182,8.636363636,5.727272727,22.81818182,10.27272727,14.72727273,10.54545455,40.54545455,22.54545455,0.090909091,1.090909091,0.818181818,0.909090909,0.090909091,46.18181818,26.54545455,0.350909091,0.545454545,3.818181818,1.545454545,0.226363636,70.18181818,47.90909091,18,346.6363636,0,0,0,0,2,4,0,6,"Orthodox",182.88,187.96,170,31,0.425641025549901,0.644444444341234,0.865384615453772,0.549800796968143,0.336842105266814,0.28395061710791,0.667808219216785,0.441025640947535,0.246575342424986,0.680555555672261,0.0856164383582286,0.8799999998944,0.425641025549901,0.644444444341234,0.865384615453772,0.549800796968143,0.336842105266814,0.28395061710791,26.545454548,0.667808219216785,0.441025640947535,0.246575342424986,0.680555555672261,0.0856164383582286,0.8799999998944,"/fighter/Erick-Silva-15009"
"Ericka Almeida",2014-06-07,1,0,0,1,1,1,1,35,12,1,0,35,11,0,1,1,0,0,37,13,0.35,0,2,0,0,58,32,0,1,5,5,11,8,39,21,22,12,54,24,0,13,12,0,0,72,41,0.56,0,3,3,1,162,119,3,900,0,0,0,0,0,0,0,0,"",167.64,172.72,115,26,0.342857142857143,1,0,0.461538461538462,0.272727272727273,0.454545454545455,0.945945945945946,0.314285714285714,0.027027027027027,1,0.027027027027027,1,0.342857142857143,1,0,0.461538461538462,0.272727272727273,0.454545454545455,37,0.945945945945946,0.314285714285714,0.027027027027027,1,0.027027027027027,1,"/fighter/Ericka-Almeida-98419"
"Erik Koch",2013-11-16,0,1,0,1,1,0,0,18,4,0,0,16,2,1,1,1,0,0,18,4,0.22,0,0,0,0,19,5,1,0,4,3,0,0,20,9,0,0,12,3,0,4,3,0,0,20,9,0.45,0,0,0,0,20,9,1,152,0,0,0,0,1,0,0,1,"Southpaw",177.8,180.34,155,22,0.222222222222222,0,0,0.55,0,0,0.888888888888889,0.125,0.0555555555555556,1,0.0555555555555556,1,0.222222222222222,0,0,0.55,0,0,18,0.888888888888889,0.125,0.0555555555555556,1,0.0555555555555556,1,"/fighter/Erik-Koch-23390"
"Erik Perez",2016-07-09,0,2,0,16,11.25,8.25,5.375,55.5,16.75,12,9,54.375,15.5,0.375,5.375,4.375,1.25,0.25,75.75,31.125,0.4825,0.125,3.625,2,0.33125,119.375,70.375,3,2,6,4,5.125,2.375,56.625,16.5,0.75,0.5,53.875,13.5,0.125,2.625,1.875,0.875,0.125,62.5,19.375,0.37375,0.75,1.625,0.5,0.1125,70.5,26.875,17,564.625,0,0,0,3,2,1,0,6,"Orthodox",172.72,172.72,135,26,0.301801801801802,0.651515151515151,0.75,0.708609271523179,0.536585365853659,0.333333333333333,0.717821782178218,0.285057471264368,0.211221122112211,0.703125,0.070957095709571,0.813953488372093,0.301801801801802,0.651515151515151,0.75,0.708609271523179,0.536585365853659,0.333333333333333,75.75,0.717821782178218,0.285057471264368,0.211221122112211,0.703125,0.070957095709571,0.813953488372093,"/fighter/Erik-Perez-35509"
"Ernest Chavez",2000-11-17,0,1,0,8,6,4,4,56,23,2,1,39,13,0,15,9,5,0,62,28,0.45,0,2,2,1,133,94,1,0,8,3,3,2,80,24,0,0,64,13,0,11,10,0,0,83,26,0.31,0,1,0,0,84,27,3,900,0,0,1,0,0,0,0,1,"Orthodox",172.72,177.8,145,30,0.410714285714286,1,0.5,0.7,0.333333333333333,0,0.629032258064516,0.333333333333333,0.129032258064516,0.75,0.241935483870968,0.6,0.410714285714286,1,0.5,0.7,0.333333333333333,0,62,0.629032258064516,0.333333333333333,0.129032258064516,0.75,0.241935483870968,0.6,"/fighter/Ernest-Chavez-80837"
"Eryk Anders",2016-10-01,2,0,0,12,9.5,16.66666667,10.83333333,61.16666667,26.33333333,12.16666667,8.333333333,77.16666667,35.33333333,0.666666667,0.833333333,0.666666667,1.333333333,0,90,45.5,0.526666667,0.166666667,4.833333333,2,0.311666667,99,53.16666667,2,3,23.16666667,16.66666667,20,15.83333333,84.5,36.66666667,7.333333333,4.333333333,72.83333333,27.16666667,0,15.83333333,13,0.333333333,0.166666667,111.8333333,56.83333333,0.518333333,0.166666667,2.5,0.833333333,0.3,121,65.16666667,18,876,0,0,0,1,2,0,0,3,"Southpaw",185.42,190.5,185,31,0.430517711093705,0.64999999967,0.684931506634265,0.566074950650888,0.2083333335,0.409090909109504,0.857407407415864,0.457883369267478,0.133333333328889,0.791666666666667,0.00925925925524691,0.80000000072,0.430517711093705,0.64999999967,0.684931506634265,0.566074950650888,0.2083333335,0.409090909109504,90.000000003,0.857407407415864,0.457883369267478,0.133333333328889,0.791666666666667,0.00925925925524691,0.80000000072,NA
"Estevan Payan",2019-05-18,2,0,0,14.5,10,15,12.5,56,11.5,8.5,4.5,55.5,13.5,0,9.5,5,1,0.5,79.5,28.5,0.375,0.5,0.5,0.5,0.5,106.5,54,0,2,10,8,9.5,6,52,22.5,16.5,13,47,17,0.5,21,16.5,2.5,0,78,41.5,0.525,0.5,6,4,0.8,106.5,67.5,6,756,0,0,0,0,0,0,0,0,"Orthodox",177.8,182.88,145,32,0.205357142857143,0.833333333333333,0.529411764705882,0.567307692307692,0.368421052631579,0.212121212121212,0.69811320754717,0.243243243243243,0.182389937106918,0.689655172413793,0.119496855345912,0.526315789473684,0.205357142857143,0.833333333333333,0.529411764705882,0.567307692307692,0.368421052631579,0.212121212121212,79.5,0.69811320754717,0.243243243243243,0.182389937106918,0.689655172413793,0.119496855345912,0.526315789473684,"/fighter/Estevan-Payan-24952"
"Eugene Jackson",2017-11-11,0,1,0,6,6,7,5,34,11,5,5,40,15,1,0,0,0,0,46,21,0.45,1,0,0,0,52,27,1,0,0,0,4,3,7,0,15,8,26,11,0,0,0,2,0,26,11,0.42,0,8,2,0.25,27,12,2,379,0,0,0,0,1,0,0,1,"Orthodox",172.72,176.911170789373,185,33,0.323529411764706,0.714285714285714,1,1,0.25,0.466666666666667,0.869565217391304,0.375,0.130434782608696,1,0,0,0.323529411764706,0.714285714285714,1,1,0.25,0.466666666666667,46,0.869565217391304,0.375,0.130434782608696,1,0,0,"/fighter/Eugene-Jackson-222"
"Evan Dunham",2019-04-13,0,2,0,10.73333333,6.4,8.933333333,5.733333333,141.8666667,50.4,5.066666667,3.133333333,142,50.13333333,0.133333333,3.133333333,2.733333333,0.866666667,0.066666667,155.8666667,59.26666667,0.388666667,0.866666667,4.2,1.466666667,0.338666667,176.6666667,77.13333333,4,6,11.86666667,8.466666667,9.866666667,5.666666667,94.4,32.06666667,2.8,1.533333333,88.06666667,25.6,0.333333333,7.133333333,5.2,0.533333333,0.2,107.0666667,39.26666667,0.414,0.466666667,4.4,0.933333333,0.162666667,123.5333333,53.6,37,696.3333333,0,0,3,3,1,1,1,9,"Southpaw",177.8,177.8,155,33,0.355263157811263,0.641791044762753,0.618421052525104,0.660310734427966,0.425675675661295,0.4523809525,0.911035072733151,0.353051643169014,0.0688622754293359,0.596273292110644,0.0201026518375131,0.872340425518334,0.355263157811263,0.641791044762753,0.618421052525104,0.660310734427966,0.425675675661295,0.4523809525,155.866666663,0.911035072733151,0.353051643169014,0.0688622754293359,0.596273292110644,0.0201026518375131,0.872340425518334,"/fighter/Evan-Dunham-22038"
"Evan Tanner",2019-04-20,0,3,0,7.666666667,6.666666667,10,7,8.666666667,5,17.66666667,14.33333333,24,15.66666667,0,4.666666667,4,2,0,36.33333333,26.33333333,0.716666667,1.666666667,1,1,1,43,32.33333333,3,0,0.333333333,0.333333333,2,1.666666667,7.333333333,0.666666667,4.666666667,1.666666667,13.66666667,3.666666667,0,0,0,0.666666667,0,14,4,0.383333333,0,0.333333333,0.333333333,0.333333333,31.33333333,18.33333333,3,317.6666667,0,0,0,0,2,1,0,3,"Orthodox",182.88,187.96,185,30,0.576923076900888,0.7,0.811320754375222,0.909090909041322,0.1666666665,0.642857142811224,0.660550458703476,0.652777777916667,0.211009174317229,0.869565217396975,0.128440366979295,0.857142857081633,0.576923076900888,0.7,0.811320754375222,0.909090909041322,0.1666666665,0.642857142811224,36.333333334,0.660550458703476,0.652777777916667,0.211009174317229,0.869565217396975,0.128440366979295,0.857142857081633,"/fighter/Evan-Tanner-212"
"Fabiano Iha",2019-03-16,0,2,0,1.25,0.5,2.5,1.5,4.5,0.75,3,2,7,3,0,1.75,0.75,0,0,10,4.25,0.3375,1,3.5,0.75,0.52,21.75,15.25,2,2,3.25,2.75,7.75,4.5,13.25,3,6.25,3.5,23,7.5,0.25,1,0.75,0,0,27.25,11,0.4675,0.25,0,0,0,52.5,34.5,6,298.75,0,0,0,0,1,1,0,2,"Orthodox",172.72,176.911170789373,155,30,0.166666666666667,0.6,0.666666666666667,0.773584905660377,0.419354838709677,0.44,0.7,0.428571428571429,0.125,0.4,0.175,0.428571428571429,0.166666666666667,0.6,0.666666666666667,0.773584905660377,0.419354838709677,0.44,10,0.7,0.428571428571429,0.125,0.4,0.175,0.428571428571429,"/fighter/Fabiano-Iha-218"
"Fabiano Scherner",2018-11-30,1,0,0,2,1,2,1,25,5,5,4,24,7,0,6,2,1,0,32,10,0.31,0,2,1,0.5,50,28,0,1,16,13,17,15,22,12,2,1,12,4,2,13,11,0,0,41,28,0.68,0,1,0,0,52,39,2,502,0,0,0,0,0,0,0,0,"Orthodox",190.5,195.122614841221,257,33,0.2,0.5,0.8,0.454545454545455,0.117647058823529,0.5,0.75,0.291666666666667,0.0625,0.5,0.1875,0.333333333333333,0.2,0.5,0.8,0.454545454545455,0.117647058823529,0.5,32,0.75,0.291666666666667,0.0625,0.5,0.1875,0.333333333333333,"/fighter/Fabiano-Scherner-7690"
"Fabio Maldonado",2018-07-14,0,2,0,37,29.83333333,31.16666667,25.16666667,90,47.16666667,5.333333333,4.666666667,89.16666667,46.83333333,0.166666667,0.333333333,0.333333333,0.833333333,0.166666667,126.5,77,0.568333333,0.833333333,1,0.5,0.25,173.8333333,120.3333333,2,3,16.5,11.66666667,24.66666667,16,83.5,30,18.33333333,12.5,98.66666667,38,0.166666667,11.33333333,8.833333333,1.833333333,0,126.5,58.5,0.49,0.166666667,5.5,2,0.355,149.1666667,77.83333333,17,808,0,0,1,1,1,0,0,3,"Orthodox",185.42,190.5,205,34,0.524074074111111,0.807486631036632,0.875000000117188,0.640718562874252,0.351351351439007,0.318181818057851,0.704874835319252,0.525233644802795,0.292490118570139,0.806306306216216,0.00263504611060945,1,0.524074074111111,0.807486631036632,0.875000000117188,0.640718562874252,0.351351351439007,0.318181818057851,126.500000003,0.704874835319252,0.525233644802795,0.292490118570139,0.806306306216216,0.00263504611060945,1,"/fighter/Fabio-Maldonado-16426"
"Fabricio Camoes",2019-06-08,1,0,0,7,5,22,9,45,12,4,1,64,17,0,0,0,1,0,71,22,0.3,2,5,5,1,77,28,0,1,2,2,6,4,34,12,19,12,37,11,0,20,15,2,1,59,28,0.47,0,3,2,0.66,110,71,3,900,0,0,0,0,0,0,0,0,"Orthodox",177.8,185.42,155,31,0.266666666666667,0.409090909090909,0.25,0.647058823529412,0.333333333333333,0.368421052631579,0.901408450704225,0.265625,0.0985915492957746,0.714285714285714,0,0,0.266666666666667,0.409090909090909,0.25,0.647058823529412,0.333333333333333,0.368421052631579,71,0.901408450704225,0.265625,0.0985915492957746,0.714285714285714,0,0,"/fighter/Fabricio-Camoes-2427"
"Fabricio Werdum",2018-11-03,0,1,0,10.66666667,8.333333333,8.25,6.25,68.41666667,36.66666667,8.5,5.5,65.41666667,31.5,0.25,9.083333333,8.583333333,1.166666667,0,85.16666667,48.41666667,0.585,0.25,2.25,0.5,0.138333333,99.08333333,60.58333333,6,3,5.416666667,3.666666667,7.083333333,5.083333333,57.5,19.83333333,2.666666667,2.333333333,51.33333333,16.16666667,0.333333333,10.5,7.416666667,0.25,0,67.25,27.25,0.431666667,0.083333333,1,0.666666667,0.2125,78.66666667,37.83333333,27,590.9166667,3,0,0,3,4,2,0,9,"Orthodox",193.04,195.58,231,39,0.535931790522001,0.757575757575758,0.647058823529412,0.655072463826087,0.282352941189758,0.125000000234375,0.768101761234466,0.481528662395846,0.125244618425129,0.781249999724609,0.106653620340405,0.944954128438347,0.535931790522001,0.757575757575758,0.647058823529412,0.655072463826087,0.282352941189758,0.125000000234375,85.166666673,0.768101761234466,0.481528662395846,0.125244618425129,0.781249999724609,0.106653620340405,0.944954128438347,"/fighter/Fabricio-Werdum-8390"
"Falaniko Vitale",2011-09-17,0,1,0,1,0,2,1,4,0,1,1,5,1,0,1,1,1,0,7,2,0.28,0,1,0,0,11,6,1,0,1,1,3,2,6,0,0,0,6,0,0,2,1,0,0,9,2,0.22,0,3,0,0,13,6,1,116,0,0,0,0,1,0,0,1,"Orthodox",177.8,182.114440518473,185,29,0,0.5,1,1,0.333333333333333,0,0.714285714285714,0.2,0.142857142857143,0,0.142857142857143,1,0,0.5,1,1,0.333333333333333,0,7,0.714285714285714,0.2,0.142857142857143,0,0.142857142857143,1,"/fighter/Falaniko-Vitale-370"
"Felice Herrig",2016-12-10,1,0,0,10.5,7,12,9,13,4.5,5.5,4.5,18.5,10,0,1.5,1,4.5,1.5,30.5,18,0.58,2,2.5,0.5,0.5,65.5,46,1,1,9,7.5,14,11.5,8.5,4.5,26,19.5,35.5,24,0,4,4,3,1.5,48.5,35.5,0.76,0.5,4,2,0.53,125.5,103,5,692.5,0,0,0,0,0,1,0,1,"Orthodox",162.56,165.1,115,31,0.346153846153846,0.75,0.818181818181818,0.470588235294118,0.178571428571429,0.25,0.60655737704918,0.540540540540541,0.344262295081967,0.666666666666667,0.0491803278688525,0.666666666666667,0.346153846153846,0.75,0.818181818181818,0.470588235294118,0.178571428571429,0.25,30.5,0.60655737704918,0.540540540540541,0.344262295081967,0.666666666666667,0.0491803278688525,0.666666666666667,"/fighter/Felice-Herrig-42432"
"Felipe Arantes",2017-06-10,0,1,0,10.5,8,4.5,2.5,72.5,33.5,7.5,5,63.5,25,0,10.5,8,0.5,0.5,84.5,41,0.52,0,0,0,0,110.5,63,1,1,12,8.5,4.5,3.5,90,21.5,8,4.5,84.5,16.5,0,6,4.5,7.5,0,102.5,29.5,0.33,0,4.5,3,0.5,154,70,6,900,0,0,0,1,0,0,0,1,"Orthodox",172.72,185.42,135,24,0.462068965517241,0.555555555555556,0.666666666666667,0.761111111111111,0.222222222222222,0.4375,0.751479289940828,0.393700787401575,0.124260355029586,0.761904761904762,0.124260355029586,0.761904761904762,0.462068965517241,0.555555555555556,0.666666666666667,0.761111111111111,0.222222222222222,0.4375,84.5,0.751479289940828,0.393700787401575,0.124260355029586,0.761904761904762,0.124260355029586,0.761904761904762,"/fighter/Felipe-Arantes-31372"
